Date,Signal_Score,Entry,Return_5d (%),Return_10d (%),Return_20d (%),W/L
2026-05-13,113.47,207.27,-7.45,9.2,7.22,✅ WIN
2026-05-14,121.35,221.15,-0.55,4.49,5.07,✅ WIN
2026-05-15,92.66,219.94,-2.35,20.26,18.25,✅ WIN
2026-05-21,75.98,219.93,5.07,3.58,28.95,✅ WIN
2026-06-01,93.81,264.51,-17.58,-1.68,4.41,✅ WIN
2026-06-18,106.03,286.69,-16.18,-25.7,-36.3,❌ LOS
